商品分类,商品id,商品名称,品牌名称,机型,店铺名称,商家名称,商品押金,租赁价格/天,买断价
手机,341213,95新 二手华为Nova6 超光感影像系统 5G全网通手机,华为,HUAWEI nova 6,人人租精选商城,五元(惠州)科技有限公司,888.00,3.35,1588.00
手机,231278,华为MATE XS 折叠屏手机超薄超大屏,华为,HUAWEI Mate Xs,人人租精选商城,江西焦点科技有限公司,7999.00,16.43,10300.00
手机,327725,95新华为P30手机 全网通,华为,HUAWEI P30,闽侯县上街镇林智森通讯产品经营部,闽侯县上街镇林智森通讯产品经营部,1250.00,2.16,1404.00
手机,325150,95新华为nova9,华为,HUAWEI nova 9,酷思设备租赁,福州市晋安区恒芯设备租赁服务部,1550.00,3.14,1960.00
手机,328085,华为 P30 95新 全网通,华为,HUAWEI P30,仕成达,厦门市思明区仕成达电子产品店,1250.00,2.23,1380.00
手机,341872,精选9新 华为畅享9国行全网通智能工作机 可短租 量大优惠,华为,HUAWEI 畅享9,人人租精选商城,苏州振硕租赁有限公司,260.00,0.68,580.00
手机,304379,华为MateXs2折叠屏手机4G全网通,华为,HUAWEI Mate XS2,短租王,北京茗飞设备租赁中心,7599.00,23.28,8999.00
手机,340304,99新华为Mate50pro 曲面旗舰  国行正品全网通手机,华为,HUAWEI Mate 50,蓉易购租机商城,四川蓉易购网络科技有限公司,4699.00,10.08,5978.70
手机,130479, 华为 畅享7 Plus 二手手机备用机 安卓全网通4G手机,华为,HUAWEI 畅享7 Plus,首佳租机,北京晟帆通讯设备中心,450.00,1.47,606.00
手机,198656, 华为Mate10 Pro 6英寸大屏 二手华为手机,华为,HUAWEI Mate 10 Pro,首佳租机,北京晟帆通讯设备中心,899.00,1.97,1152.00
手机,107734,华为手机 nova4 全面屏 6.4英寸安卓二手手机,华为,HUAWEI nova 4,首佳租机,北京晟帆通讯设备中心,999.00,1.97,1197.00
手机,320154,华为mate40pro 曲面屏5G全网通二手手机,华为,HUAWEI Mate 40 Pro,首佳租机,北京晟帆通讯设备中心,5698.00,15.61,5698.00
手机,354816,全新国行 小米13 Ultra 徕卡光学全焦段四摄,小米,小米13 Ultra,小米品牌租赁店铺,广州人人租供应链服务有限公司,7299.00,13.14,7798.70
手机,291437,全新国行 小米13 全网通5G手机 寄出包邮 徕卡影像,小米,小米13,小米品牌租赁店铺,广州人人租供应链服务有限公司,4999.00,9.25,5118.72
手机,291438,全新 小米13 Pro 2K超视感屏 徕卡超广角镜头5G手机,小米,小米13 Pro,小米品牌租赁店铺,广州人人租供应链服务有限公司,6299.00,10.68,5998.80
手机,264706,全新国行 小米MIX Fold 2 超轻薄折叠屏 未激活,小米,,小米品牌租赁店铺,广州人人租供应链服务有限公司,11999.00,21.72,11518.72
手机,346473,95新国行 小米MIX Fold 2 超轻薄折叠屏 严选品质,小米,小米MIX FOLD2,二手严选商城,广州人人租供应链服务有限公司,7100.00,15.13,9035.00
手机,264669,全新国行  小米12SUltra  拍照徕卡手机 原封未激活,小米,,小米品牌租赁店铺,广州人人租供应链服务有限公司,6999.00,13.28,7499.00
手机,311910,95新小米12S Ultra骁龙8+旗舰处理器 顺丰包邮,小米,小米12S Ultra,二手严选商城,广州人人租供应链服务有限公司,4200.00,9.04,5100.00
手机,264684,全新国行 小米12S Pro 徕卡光学镜头 原封未激活,小米,,小米品牌租赁店铺,广州人人租供应链服务有限公司,5599.00,8.80,5103.00
手机,272953,95新国行小米MIX4 CUP全面屏设计 骁龙888+处理器,小米,小米MIX 4,乙林租机,东莞市乙林贸易有限公司,2400.00,3.94,2502.00
手机,272955,95新小米12 5G全网通 双卡双待 全面屏游戏拍照手机,小米,小米12,乙林租机,东莞市乙林贸易有限公司,2850.00,5.60,3124.00
手机,269909,95新国行小米11 5G骁龙888四曲面屏,小米,小米11,商家精选,广州研趣信息科技有限公司,1650.00,2.95,1890.00
手机,269906,95新国行小米11 Ultra 5G全网通手机 包邮,小米,小米11 Ultra,商家精选,广州研趣信息科技有限公司,2700.00,4.97,3197.00
手机,313272,95新小米10S 5G手机 骁龙870,小米,小米10S,二手严选商城,广州人人租供应链服务有限公司,1750.00,3.69,2100.00
手机,269910,95新国行 小米11青春版 全网通5G双卡双待手机,小米,小米11 青春版,商家精选,广州研趣信息科技有限公司,1050.00,1.91,1251.00
手机,269907,95新国行 小米11 Pro 全网通5G手机 骁龙888,小米,小米11 Pro,商家精选,广州研趣信息科技有限公司,1900.00,3.48,2224.00
手机,272957,95新国行小米12X 骁龙870 全网通5G游戏手机 ,小米,小米12X,乙林租机,东莞市乙林贸易有限公司,2394.00,4.68,2717.00
手机,193970,95新国行小米MIX4 全网通5G 拍照电竞游戏 ,小米,,容德商行,莆田市荔城区容德通讯商行,3008.00,5.36,3672.00
手机,291437,全新国行 小米13 全网通5G手机 寄出包邮 徕卡影像,小米,小米13,小米品牌租赁店铺,广州人人租供应链服务有限公司,4999.00,9.25,5118.72
手机,291438,全新 小米13 Pro 2K超视感屏 徕卡超广角镜头5G手机,小米,小米13 Pro,小米品牌租赁店铺,广州人人租供应链服务有限公司,6299.00,10.68,5998.80
手机,307248,全新原封小米13 5G双卡双待 徕卡原生画质 第二代骁龙8,小米,小米13,零享租,温州市龙湾永中启森贸易商行,4999.00,7.70,4918.77
手机,313265,全新小米 13 Pro全网5G正品,小米,小米13 Pro,泰博租机,深圳市珀菲泰博科技有限公司,6299.00,10.24,6498.70
手机,313733,全新小米13Pro 徕卡光学镜头 原生双画质 速发,小米,小米13 Pro,想你租,温州市龙湾永中铠悦贸易商行,6299.00,10.95,6499.00
手机,316510,全新新品 小米13pro 徕卡专业光学镜头,小米,小米13 Pro,汇鼎数码租赁,龙岩市汇鼎商贸有限公司,6299.00,10.87,6398.00
手机,319678,全新小米13Pro 徕卡光学镜头 原生双画质 速发,小米,小米13 Pro,次元租机,南城县瑞达贸易商行,6299.00,10.95,6499.00
手机,304521,全新国行 小米13新品市 全网通5G手机,小米,小米13,中意立诚,龙岩市中意立诚电子商务有限公司,4999.00,8.76,5198.70
手机,357718,全新小米13Ultra 徕卡旗舰影像 全焦四摄 第二代骁龙8,小米,小米13 Ultra,宿州多咪网络科技有限公司,宿州多咪网络科技有限公司,7299.00,13.14,7798.00
手机,332683,全新小米13Pro顺丰包邮,小米,小米13 Pro,人人租精选商城,洛阳久久实业有限公司,4409.00,17.80,6498.00
手机,311713,全新小米Xiaomi13 原汁原味徕卡影像 质感再飞跃,小米,小米13,军添通讯,漳平市军添通讯设备经营部,4999.00,9.42,5588.00
手机,291867,全新新品 小米13第二代骁龙8处理器 超窄边屏幕 顺丰包邮,小米,小米13,佳韩贸易,龙岩市佳韩贸易有限公司,4999.00,14.24,5198.70
手机,358374,小米13Ultra 徕卡光学全焦段四摄 第二代骁龙8处理器 ,小米,小米13 Ultra,瑞乐优租,常熟瑞乐朝商贸有限公司,6499.00,14.79,7798.00
手机,356423,全新国行小米13Pro,小米,小米13 Pro,友和通讯,湘潭市雨湖区友和通讯器材经营部,5499.00,20.54,7499.00
手机,310792,全新国行正品小米13 双卡双待全网通5G,小米,小米13,鹏兴数码,陆丰市甲子升马手机店,4999.00,14.24,5198.00
手机,261655,小米 Civi 1S 骁龙778G Plus 3200万双柔,小米,小米 Civi 1S,万豪数码手机专营店,深圳市福田区万豪手机通讯工作室,1900.00,3.69,2348.00
手机,264684,全新国行 小米12S Pro 徕卡光学镜头 原封未激活,小米,,小米品牌租赁店铺,广州人人租供应链服务有限公司,5599.00,8.80,5103.00
手机,267995,全新国行 小米12SUltra 拍照徕卡手机 原封未激活,小米,小米12S Ultra,海扬腾懿星耀商城,内蒙古海扬腾懿科技有限公司,6999.00,11.89,7603.83
手机,272964,全新国行 小米12S 骁龙8+处理器 徕卡光学镜头 疾速影像,小米,小米12S,小米品牌租赁店铺,广州人人租供应链服务有限公司,4899.00,7.98,4624.00
手机,273184,全新国行 小米12Pro 120W小米澎湃秒充 顺丰包邮,小米,小米12 Pro,小米品牌租赁店铺,广州人人租供应链服务有限公司,5399.00,10.36,4934.00
手机,275477,全新小米civi2 前置仿生双主摄后置 CIVI 2,小米,小米 Civi2,友和通讯,湘潭市雨湖区友和通讯器材经营部,1959.00,5.20,2918.00
手机,290003,全新 小米 MIX FOLD 2 折叠屏 超薄旗舰芯骁龙,小米,小米MIX FOLD2,宿州多咪网络科技有限公司,宿州多咪网络科技有限公司,11999.00,19.72,11698.00
手机,325818,黑鲨5Pro,小米,小米 黑鲨5Pro,麦吉租赁,东莞市常平翎丰网络技术服务部,5099.00,9.42,5588.00
手机,330085,全新小米MIX FOLD 2  折叠屏手机5G智能手机,小米,小米MIX FOLD2,金粒粒,新吴区金粒粒电子产品经营部 ,11999.00,19.72,11698.70
手机,348686,全新国行 小米Civi2 仿生双眸 氛围人像 轻薄好手感,小米,小米 Civi2,小米品牌租赁店铺,广州人人租供应链服务有限公司,2799.00,5.53,2744.00
手机,298265,全新小米 Civi2 5G手机 微曲屏 顺丰包邮,小米,小米 Civi2,玉林盛科技,深圳市玉林盛科技有限公司,2699.00,5.58,3119.00
手机,336781, 全新国行 小米13 全网通5G手机 寄出包邮3.23,小米,小米13,信盈通,深圳市信盈通网络科技有限公司,4999.00,8.43,5118.72
手机,358391,全新国行 黑鲨5RS 120W闪充 144Hz电竞屏 ,小米,小米 黑鲨5RS,图胜电子,江宁区图胜电子商务经营部,2999.00,5.91,3588.00
手机,349073,全新原封小米13 5G双卡双待 徕卡原生画质 第二代骁龙8,小米,小米13,花卷电讯租赁,新沂爱米数码科技经营部,4999.00,8.76,5198.00
手机,143498,现货新品 小米12 骁龙8Gen1芯片处理器 67w快充游戏,小米,小米12,人人租精选商城,北京亿家优信科贸有限公司,4399.00,9.12,4808.00
手机,354816,全新国行 小米13 Ultra 徕卡光学全焦段四摄,小米,小米13 Ultra,小米品牌租赁店铺,广州人人租供应链服务有限公司,7299.00,13.14,7798.70
手机,289572,全新小米13  徕卡光学镜头包邮,小米,小米13,品牌精选,城阳区和欣向上电子商务工作室,4999.00,10.63,5198.00
手机,311131,全新小米MIX Fold 2 全网5G超轻薄折叠屏手机租赁,小米,小米MIX FOLD2,深业租赁,韶关市富翔信息科技有限公司,11999.00,19.72,11698.70
手机,298280,全新小米13 5G全网通手机 第二代骁龙8 顺丰包邮,小米,小米13,玉林盛科技,深圳市玉林盛科技有限公司,4999.00,9.31,5159.00
手机,289702,全新 小米 Xiaomi 13手机小米13 xiaomi13,小米,小米13,真爱租苹果小米红米手机店,合肥市庐阳区娟庆日用百货经营部,4999.00,7.94,5198.70
手机,298047,全新小米13，现货速发,小米,小米13,利鑫飞恒数码,浏阳市集里利鑫飞恒科技服务部,4999.00,8.94,5400.00
手机,297313,全新小米Xiaomi13 原汁原味徕卡影像 质感再飞跃,小米,小米13,亚信通讯,漳平市环亚通讯设备经营部,4999.00,9.42,5588.00
手机,345576,全新 小米13pro手机,小米,小米13 Pro,兴汇租机,上海兴成汇企业发展有限公司,7999.00,18.87,6890.00
手机,318363,全新新品 小米13第二代骁龙8处理器 超窄边屏幕,小米,小米13,峰哥科技租赁,铜山区刘峰科技经营部,4999.00,8.95,5459.00
手机,312371,新品上市 全新官方正品小米13 ,小米,小米13,俊智通讯,惠州市惠城区俊智手机店,4999.00,14.24,5198.00
手机,142844,小米MIX FOLD mixfold 折叠屏 5G手机 12,小米,小米MIX FOLD,韶关市升派科技有限公司,韶关市升派科技有限公司,8199.00,18.90,9228.00
手机,189202, Xiaomi 小米黑鲨 5 RS 游戏手机,小米,小米 黑鲨5RS,小猪租机,南京玖茗堂商贸有限公司,3000.00,6.57,3600.00
手机,214336,全新小米MIX4 CUP真全面屏 一体化陶瓷机身 全网通5G,小米,小米MIX 4,赢兴租机,温州嬴信通讯设备有限公司,4399.00,9.03,5674.00
手机,220130, 全新国行 MIX FOLD 小米折叠屏手机 全网通5G,小米,小米MIX FOLD,租机客,深圳市慧栩佳科技有限公司,6299.00,13.03,7928.00
手机,230404,全新国行小米11青春活力版全网通5G手机 送65W快充审核快,小米,小米11 青春活力版,小巨人手机租赁,北京蓝洲科技有限公司,1850.00,4.38,2240.00
手机,267993,全新 小米MIX Fold2 轻薄折叠 骁龙8+旗舰处理器,小米,小米MIX FOLD2,海扬腾懿星耀商城,内蒙古海扬腾懿科技有限公司,9999.00,19.72,11698.70
手机,293068,全新未拆封国行正品小米12pro天玑版,小米,小米12 Pro 天玑版,鼎辉电子商务,沛县鼎辉电子产品经营部,4499.00,14.24,5198.00
手机,312476,全新正品小米12 pro全网通5G,小米,小米12 Pro,升马通信,陆丰市甲子升马手机店,5399.00,16.73,6108.00
手机,219969,全新国行 小米12S 5G新品智能手机 顺丰包邮,小米,小米12S,斑马租赁,四川畅享缤纷科技有限公司,4399.00,8.21,4699.00
手机,297933,全新小米13  新品上市,小米,小米13,友和通讯,湘潭市雨湖区友和通讯器材经营部,4999.00,9.42,5438.00
手机,272610,全新国行黑鲨5Pro 磁动力升降键 骁龙8 游戏旗舰机全网通,小米,小米 黑鲨5Pro,鑫尚3C租赁,漳州市芗城区通北街道办事处吴尚哲电子产品经营部,4599.00,12.46,4548.70
手机,336792, 全新小米13Pro 徕卡光学镜头 原生双画质 3.23,小米,小米13 Pro,信盈通,深圳市信盈通网络科技有限公司,6299.00,10.95,6398.72
手机,191182,全新国行 黑鲨5 磁动力升降肩键 电竞屏 5G游戏手机 ,小米,小米 黑鲨5,金玖宜手机租赁服务公司,深圳市金玖宜电子科技有限公司,3299.00,6.13,3550.00
手机,191263,全新黑鲨5RS 骁龙888Plus 144Hz屏5G游戏手机,小米,小米 黑鲨5RS,迪麦租赁,上海迪麦网络科技有限公司,3799.00,7.23,4250.00
手机,318146,全新未拆小米MIX Fold2 轻薄折叠 骁龙8+旗舰处理器,小米,小米MIX FOLD2,畅得数码租赁,邳州市畅得数码产品经营部,9999.00,32.04,11698.00
手机,353285,全新上市小米13 Pro 2K曲面屏 120Hz高刷顺丰邮寄,小米,小米13 Pro,人人租精选商城,深圳市福田区硕通科技商行,5399.00,10.93,6498.00
手机,332680,全新Xiaomi 13小米13顺丰包邮,小米,小米13,人人租精选商城,洛阳久久实业有限公司,3500.00,14.24,5198.00
手机,317289,全新Xiaomi 13,小米,小米13,乐琦优享,尤溪县乐七电子商行,4999.00,14.13,5158.00
手机,355499,新品 小米13Ultra 徕卡光学全焦段,小米,小米13 Ultra,元气租机,南城县元晶贸易商行,7299.00,13.14,7798.70
手机,334151,全新新原封小米13，5G双卡双待，徕卡原生画质，国行未激活,小米,小米13,莫愁租机,合肥市包河区徽时代通讯器材经营部,4999.00,14.48,5287.77
手机,333401,全新国行小米13,小米,小米13,云享租,南城县覆盆子贸易商行,4999.00,8.76,5198.70
手机,326074,全新国行未拆封 小米MIX Fold2轻薄折叠 徕卡光学镜头,小米,小米MIX FOLD2,领赛租,萧县领赛通讯服务部,11999.00,32.04,11698.00
手机,347915,全新小米MIXFold2,小米,小米MIX FOLD2,福州新盛丰易租,福州市新盛丰设备租赁有限公司,8999.00,21.91,11698.00
手机,350642,全新小米MIX Fold2 轻薄折叠 双卡双待5G手机,小米,小米MIX FOLD2,花卷电讯租赁,新沂爱米数码科技经营部,11999.00,19.72,11698.00
手机,343524,全新 已激活 小米12S Ultra手机,小米,小米12S Ultra,无锡市梦想嘉网络科技有限公司,无锡市益创嘉商贸有限公司,5000.00,21.64,7900.00
手机,344306,全新小米13  全网通双卡5G  现货顺丰包邮,小米,小米13,唐壹数码,陕西唐壹数码科技有限公司,4999.00,9.42,5588.70
手机,96758,全新 国行小米10S 全网通 5G手机 双卡双待,小米,小米10S,友人租,深圳市弘思数码科技有限公司,3799.00,7.47,4338.76
手机,150132,全新 小米10S 5G全网通 双卡双待 顺丰包邮,小米,小米10S,easy租,深圳市兴宏嘉科技有限公司,2899.00,7.39,3508.70
手机,190809,全新国行正品小米11 全网通 8G+256G原子级的制程工艺,小米,小米11,乐享租,长沙市芙蓉区乐享租赁服务店,2630.00,5.40,3550.50
手机,358308,小米13Ultra 徕卡光学全焦段四摄 第二代骁龙8处理器 ,小米,小米13 Ultra,森机机电子产品,海州区森机机电子产品经营部,6499.00,21.36,7799.00
手机,346985,全新新品 小米13pro 徕卡专业光学镜头,小米,小米13 Pro,花卷电讯租赁,新沂爱米数码科技经营部,6299.00,10.95,6498.00
手机,325169,全新小米13,小米,小米13,酷思设备租赁,福州市晋安区恒芯设备租赁服务部,4999.00,8.43,5118.72
手机,356292,新品 小米13Ultra 徕卡光学全焦段,小米,小米13 Ultra,考拉租,湘潭市雨湖区首顺通信经营部,8030.00,13.14,7698.70
手机,342291,全新 小米13Pro 徕卡专业光学镜头,小米,小米13 Pro,酷思设备租赁,福州市晋安区恒芯设备租赁服务部,6299.00,9.98,6399.00
手机,311014,新品国行 小米13Pro 第二代骁龙8处理器 非监管机,小米,小米13 Pro,广惠深租赁,惠东县平山人人通讯设备经销店,6299.00,19.22,7018.00
手机,353543,全新黑鲨5Pro游戏手机,小米,小米 黑鲨5Pro,考拉租,湘潭市雨湖区首顺通信经营部,4799.00,7.47,4498.00
手机,189438,全新国行 小米  MIX4 5G全网通 原封未拆封,小米,小米13 Pro,容德商行,莆田市荔城区容德通讯商行,5299.00,9.31,5500.00
手机,327120,全新小米13,小米,小米13,酷思设备租赁,福州市晋安区恒芯设备租赁服务部,4999.00,8.43,5118.72
手机,74787,小米11青春版  电竞拍照  颜色多选 5G手机,小米,小米11 青春版,中恒华启,深圳市中恒华启科技有限公司,1200.00,3.23,2580.00
手机,203847,小米9,小米,小米9,畅租畅享,北京猴小子科技有限公司,1000.00,3.88,0.00
手机,333541,严选9新 小米8手机国行全网通 工作机 量大优惠 可短租,小米,小米8,人人租精选商城,苏州鑫腾达租赁有限公司,620.00,1.37,942.00
手机,335549,严选9新 小米9国行全网通手机 直播机 可短租 量大优惠,小米,小米9,人人租精选商城,苏州鑫腾达租赁有限公司,1000.00,1.78,1492.00
手机,345283,严选9新 小米10青春版 5G全网通直播手机 可短租 量大优,小米,小米10 青春版,人人租精选商城,苏州鑫腾达租赁有限公司,750.00,1.91,1399.00
手机,346550,严选95新 小米11青春版 国行5G全网通 可短租 量大优惠,小米,小米11 青春版,人人租精选商城,苏州鑫腾达租赁有限公司,950.00,2.27,1799.00
手机,245881, 小米8 4G全网通 高通骁龙845  全面屏游戏手机,小米,小米8,租啊,北京创杰设备租赁有限公司,600.00,1.64,950.00
手机,321523,小米13  徕卡光学镜头 第二代骁龙8处理器 5G手机,小米,小米13,大红门租机,北京创杰设备租赁有限公司,4035.00,13.26,5447.00
手机,2791,正品国行小米10青春版 5G全网通手机 ,小米,小米10 青春版,爱乐事数码,深圳市云租机发展有限公司,1550.00,3.98,2598.00
手机,260570,Xiaomi小米mix4全面屏5G手机租赁新款电竞手机出租,小米,小米MIX 4,诚信精租,深圳市福田区最晶高科电子商行,2688.00,7.50,2588.00
手机,272709, 99新小米12Pro 全新一代 骁龙8 5G全网通,小米,小米12 Pro,金谷商行,深圳市福田区金谷通讯器材商行,3192.00,5.98,3432.00
手机,226338,99新国行小米11青春版5G智能手机,小米,小米11 青春版,长沙市岳麓区博立通讯器材店,长沙市岳麓区博立通讯器材店,1600.00,3.45,1780.00
手机,251844,Xiaomi小米12 Pro 5G手机租赁小米12pro出租,小米,小米12 Pro,诚信精租,深圳市福田区最晶高科电子商行,2800.00,6.94,2300.00
手机,261856,95新小米8探索版全面屏骁龙845芯片游戏手机适用工作室强,小米,小米8透明探索版,人人租精选商城,深圳市福田区硕通科技商行,699.00,1.97,1399.00
手机,351796,优选9新 小米8全网通手机 全面屏 可短租 大量现货,小米,小米8,人人租精选商城,苏州兴旺租赁有限公司,620.00,1.37,950.00
手机,217804,95新小米11曲面柔性屏双模5G全网通拍照游戏手机专业质检,小米,小米11,人人租精选商城,深圳前海多宝利进出口贸易有限公司,2109.00,3.29,1960.00
手机,228191,95新 小米11 赠送快充充电器,小米,小米11,豌豆侠数码,北京豌豆侠科技有限公司,2400.00,3.84,1969.00
手机,256593,95新 小米11 5G全网通游戏手机 顺丰包邮 赠送壳膜,小米,小米11,缤纷数码,武汉市畅享缤纷科技有限公司,1900.00,3.56,2199.00
手机,311358,95新小米11Pro 5G全网通 双卡双待游戏手机,小米,小米11 Pro,亮剑租赁,北京黄定民商贸中心,1600.00,3.50,2699.00
手机,314396,95新 小米10S 骁龙870 哈曼卡顿双扬立体声顺丰包邮,小米,小米10S,家熙数码租赁店,家熙贸易(深圳)有限公司,1800.00,3.83,2288.00
手机,222591,95新小米8青春版 双卡双待全面屏备用机工作学习手机性能钢炮,小米,小米8 青春版,人人租精选商城,深圳市福田区硕通科技商行,450.00,1.15,899.00
手机,106795,小米9  骁龙855 6.39英寸水滴全面屏 拍照游戏手机,小米,小米9,方便租,北京华启时代科技有限公司,1119.00,3.06,1575.00
手机,296440,95新国行小米12S Pro 骁龙8+旗舰商务电竞游戏机,小米,小米12S Pro,人人租精选商城,深圳市福田区铭聪通讯行,3100.00,6.24,4250.00
手机,330780,严选95新 小米12国行三网通 5G直播手机 工作机 可短租,小米,小米12,人人租精选商城,苏州鑫腾达租赁有限公司,2000.00,5.20,2792.00
手机,296843,95新国行小米10 全网通5G 骁龙865 专业游戏工作机,小米,小米10,人人租精选商城,深圳市罗湖区潼睿电子商行,1400.00,3.00,2400.00
手机,261849,95新小米8青春版 双卡双待全面屏备用机工作学习手机性能钢炮,小米,小米8 青春版,人人租精选商城,深圳市福田区硕通科技商行,450.00,1.17,800.00
手机,311231,小米12 Pro 配件快充充电器,小米,小米12 Pro,今日租机,永修县悟空通讯营业部,1900.00,6.68,3903.00
手机,328731,95新国行小米11 5G全网通智能手机,小米,小米11,人人租精选商城,广东卓熠物业投资有限公司,2370.00,4.74,2690.00
手机,336803,95新小米12X 120Hz高刷2K屏幕,小米,小米12X,华城设备租赁服务部,福州高新区华城设备租赁服务部,1900.00,4.22,2496.00
手机,346494,95新国行 小米MIX Fold 2 超轻薄折叠屏 严选品质,小米,小米MIX FOLD2,中达租赁,尤溪县中达通讯设备经营部,6500.00,22.84,8340.00
手机,207802,小米9 手机骁龙855水滴全面屏 拍照游戏智能手机,小米,小米9,爱乐事数码,深圳市云租机发展有限公司,900.00,2.56,0.00
手机,214997,95新小米8探索版全面屏骁龙845芯片游戏手机适用工作室手机,小米,小米8透明探索版,人人租精选商城,深圳前海多宝利进出口贸易有限公司,500.00,1.42,1350.00
手机,311362,90新小米9 骁龙855 水滴全面屏 拍照游戏智能手机,小米,小米9,启航云租科技,廉江市城北雅诗通信设备店,810.00,1.77,1398.00
手机,16125,小米 6 安卓全网通 企业工作室工作机,小米,小米6,晟帆租机,北京晟帆通讯设备中心,750.00,1.47,1398.00
手机,21777,原装小米6 骁龙835 量多优惠 全网通游戏手机,小米,小米6,爱乐事数码,深圳市云租机发展有限公司,650.00,2.00,1298.00
手机,78403,小米 CC9e 全网通4G屏幕指纹智能二手手机,小米,小米  CC9e,晟帆租机,北京晟帆通讯设备中心,755.00,2.05,999.00
手机,89171,小米6  4G全网通 量大优惠 工作室企业备用首选,小米,小米6,首佳租机,北京晟帆通讯设备中心,700.00,1.47,950.00
手机,109664,小米9 Pro 二手手机 骁龙855Plus 5G全网通,小米,小米9 Pro,首佳租机,北京晟帆通讯设备中心,1545.00,3.94,2023.00
手机,126345, 小米8 4G全网通 高通骁龙845 全面屏游戏手机,小米,小米8,云上租赁,北京华启时代科技有限公司,600.00,1.64,900.00
手机,207116,9新小米Mix2 游戏手机 高通骁龙835  4G全网通,小米,小米MIX 2,思维科技,深圳市大鹏新区思维卓越时代租赁商行,800.00,1.86,1150.00
手机,267309,95新 小米10青春版 双模5G 骁龙765G全网通5G包邮,小米,小米10 青春版,人人租精选商城,深圳市垣梓科技有限公司,700.00,1.97,1190.00
手机,295805,95新 小米11青春版 时尚轻薄 主力机 备用机 直播专用机,小米,小米11 青春版,人人租精选商城,深圳市福田区玄月电子商行,1000.00,2.60,1800.00
手机,295820,90-95新小米9 骁龙855 4800万像素 影音游戏娱乐,小米,小米9,人人租精选商城,深圳市福田区玄月电子商行,900.00,1.86,1300.00
手机,308833,限时特价小米9 水滴全面屏骁龙855拍照游戏智能手机专业质检,小米,小米9,人人租精选商城,深圳市福田区机帮帮数码商行,850.00,1.91,1400.00
手机,318136,95新国行小米11青春版全网通5G手机,小米,小米11 青春版,福州鑫建舜通讯设备有限公司,福州高新区南屿鑫建舜通讯设备租赁服务部,1000.00,2.46,1600.00
手机,322014,99新小米13Pro  2K曲面屏 二手小米5G手机,小米,小米13 Pro,蓉易购租机商城,四川蓉易购网络科技有限公司,5899.00,10.35,6208.85
手机,218008,95新 小米10青春版 5G  配件快充充电器,小米,小米10 青春版,豌豆侠数码,北京豌豆侠科技有限公司,1700.00,2.89,1706.00
手机,103560,小米8 全网通 骁龙845旗舰处理器全面屏智能游戏手机,小米,小米8,方便租,北京华启时代科技有限公司,650.00,1.83,900.00
手机,222193,95新小米8青春版 双卡双待全面屏备用机工作学习手机专业质检,小米,小米8 青春版,人人租精选商城,深圳前海多宝利进出口贸易有限公司,480.00,1.17,864.00
手机,217993,95新 小米10  配件快充充电器,小米,小米10,豌豆侠数码,北京豌豆侠科技有限公司,2000.00,3.29,1683.00
手机,245694,小米10 青春版 50倍潜望式 变焦 轻薄5G手机,小米,小米10 青春版,租啊,北京创杰设备租赁有限公司,926.00,2.32,1355.00
手机,294842, 90新小米8 骁龙845 工作机 备用机 直播专用机,小米,小米8,人人租精选商城,深圳市福田区玄月电子商行,650.00,1.37,850.00
手机,252003,Xiaomi小米11 Pro5G手机出租赁小米11旗舰至尊版,小米,小米11 Pro,诚信精租,深圳市福田区最晶高科电子商行,2200.00,5.83,1900.00
手机,331113,小米8se 骁龙710 全网通双卡双待二手手机,小米,小米8 SE,首佳租机,北京晟帆通讯设备中心,778.00,2.13,778.00
手机,109849,小米 8  骁龙845  全面屏6.21英寸,小米,小米8,首佳租机,北京晟帆通讯设备中心,876.00,2.19,1122.00
手机,333554,严选9新 小米8se全网通手机 工作机 可短租 量大优惠,小米,小米8 SE,人人租精选商城,苏州鑫腾达租赁有限公司,420.00,1.37,748.00
手机,192204,小米11青春版 全网通5G时尚手机  骁龙780G 柔性直屏,小米,小米11 青春版,弘达租机,北京裕弘达科技有限公司,1189.00,3.09,2021.30
手机,199602,95新小米12 Pro 120H高刷 超清三主摄可短租,小米,小米12 Pro,云尚租机,深圳市龙岗区华盛达通讯产品商行,3810.00,8.08,4480.00
手机,217981,95新 小米10S  配件快充充电器,小米,小米10S,豌豆侠数码,北京豌豆侠科技有限公司,2200.00,3.98,2036.00
手机,245637,小米10 双模5G安卓手机全网通  骁龙865 1亿像素,小米,小米10,租啊,北京创杰设备租赁有限公司,1200.00,3.83,0.00
手机,266886,95新国行小米10Pro 全网通5G 骁龙865 1亿像素,小米,小米10 Pro,人人租精选商城,深圳市垣梓科技有限公司,1400.00,3.67,2550.00
手机,300508,99新国行 小米11高通骁龙888全网通5G手机2K屏,小米,小米11,福州台江万达电子设备经营部,福州台江区鹏宇晨电子设备经营部,2100.00,3.63,2017.00
手机,333038,95新小米MIX Fold2 轻薄折叠 双卡双待 3.20,小米,小米MIX FOLD2,信盈通,深圳市信盈通网络科技有限公司,6800.00,22.84,9860.00
手机,156761,"99新国行小米12,骁龙8Gen1芯片 5G游戏手机现货发",小米,小米12,人人租精选商城,上海曦冉通讯科技有限公司,2100.00,4.79,2900.00
手机,230569,95新 小米 黑鲨5 骁龙870全网通5G手机审核快,小米,小米 黑鲨5,金益福手机租赁,北京金益福科技有限公司,1850.00,4.69,0.00
手机,311546,小米11Ultra 配件快充充电器,小米,小米11 Ultra,今日租机,永修县悟空通讯营业部,3000.00,5.88,0.00
